,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
2941,48.0,100.0,0.7782,30.0,-29.1
2942,48.0,5.0,89.744,9.0,-26.96
2943,48.0,10.0,85.755,9.0,-26.96
2944,48.0,100.0,7.9772,9.0,-26.96
2945,48.0,1000.0,9.6866,9.0,-26.96
2946,48.0,5.0,100.28,4.7,-57.5
2947,48.0,10.0,98.86,4.7,-57.5
2948,48.0,100.0,53.561,4.7,-57.5
2949,48.0,5.0,100.28,280.0,-73.8
2950,48.0,10.0,89.744,280.0,-73.8
2951,48.0,100.0,25.926,280.0,-73.8
2952,48.0,1000.0,23.077,280.0,-73.8
2953,48.0,5.0,93.162,270.0,-45.96
2954,48.0,10.0,94.872,270.0,-45.96
2955,48.0,100.0,94.872,270.0,-45.96
2956,48.0,1000.0,88.604,270.0,-45.96
2957,48.0,5.0,86.005,9.0,-26.96
2958,48.0,10.0,84.224,9.0,-26.96
2959,48.0,100.0,14.249,9.0,-26.96
2960,48.0,1000.0,7.888,9.0,-26.96
2961,48.0,5.0,100.25,4.7,-57.5
2962,48.0,10.0,82.952,4.7,-57.5
2963,48.0,100.0,68.957,4.7,-57.5
2964,48.0,5.0,98.982,280.0,-73.8
2965,48.0,10.0,82.952,280.0,-73.8
2966,48.0,100.0,27.481,280.0,-73.8
2967,48.0,1000.0,10.941,280.0,-73.8
2968,48.0,5.0,93.893,270.0,-45.96
2969,48.0,10.0,86.005,270.0,-45.96
2970,48.0,100.0,79.644,270.0,-45.96
2971,48.0,1000.0,52.672,270.0,-45.96
2972,72.0,50.0,95.017,20.0,-8.36
2973,72.0,100.0,99.336,20.0,-8.0
2974,72.0,500.0,81.063,20.0,-0.025000000000000355
2975,72.0,1000.0,87.043,20.0,-9.165
2976,72.0,1000.0,196.68,20.0,-9.165
2977,72.0,1000.0,88.704,20.0,-9.165
2978,72.0,1000.0,92.359,50.0,0.73
2979,72.0,1000.0,98.339,20.0,-9.165
2980,24.0,0.5,102.52,27.1,-42.7
2981,24.0,5.0,87.815,27.1,-42.7
2982,24.0,10.0,79.503,27.1,-42.7
2983,24.0,25.0,73.748,27.1,-42.7
2984,24.0,50.0,39.645,27.1,-42.7
2985,24.0,75.0,14.494,27.1,-42.7
2986,24.0,100.0,14.92,27.1,-42.7
2987,48.0,0.5,102.52,27.1,-42.7
2988,48.0,5.0,96.128,27.1,-42.7
2989,48.0,10.0,85.258,27.1,-42.7
2990,48.0,25.0,73.108,27.1,-42.7
2991,48.0,50.0,35.169,27.1,-42.7
2992,48.0,75.0,6.1812,27.1,-42.7
2993,48.0,100.0,7.8863,27.1,-42.7
2994,24.0,0.5,107.48,27.7,-12.1
2995,24.0,5.0,100.62,27.7,-12.1
2996,24.0,10.0,101.25,27.7,-12.1
2997,24.0,25.0,97.921,27.7,-12.1
2998,24.0,50.0,99.792,27.7,-12.1
2999,24.0,75.0,111.64,27.7,-12.1
3000,24.0,100.0,112.06,27.7,-12.1
3001,48.0,0.5,107.48,27.7,-12.1
3002,48.0,5.0,85.031,27.7,-12.1
3003,48.0,10.0,85.031,27.7,-12.1
3004,48.0,25.0,71.726,27.7,-12.1
3005,48.0,50.0,69.231,27.7,-12.1
3006,48.0,75.0,65.073,27.7,-12.1
3007,48.0,100.0,66.528,27.7,-12.1
3008,24.0,7.8125,75.638,250.0,-24.7
3009,24.0,15.625,70.281,250.0,-24.7
3010,24.0,31.25,73.852,250.0,-24.7
3011,24.0,62.5,73.214,250.0,-24.7
3012,24.0,125.0,68.75,250.0,-24.7
3013,24.0,250.0,24.49,250.0,-24.7
3014,24.0,500.0,23.852,250.0,-24.7
3015,24.0,1000.0,32.398,250.0,-24.7
3016,24.0,1.56,98.236,12.5,20.02
3017,24.0,3.12,98.236,12.5,20.02
3018,24.0,6.25,96.649,12.5,20.02
3019,24.0,12.5,95.414,12.5,20.02
3020,24.0,25.0,95.414,12.5,20.02
3021,24.0,50.0,98.236,12.5,20.02
3022,24.0,100.0,96.12,12.5,20.02
3023,24.0,200.0,89.065,12.5,20.02
3024,24.0,400.0,79.365,12.5,20.02
3025,24.0,800.0,77.601,12.5,20.02
3026,24.0,25.0,102.01,25.0,-13.0
3027,24.0,50.0,104.01,25.0,-13.0
3028,24.0,100.0,104.01,25.0,-13.0
3029,24.0,200.0,106.02,25.0,-13.0
3030,24.0,25.0,102.01,25.0,-13.0
3031,24.0,50.0,98.997,25.0,-13.0
3032,24.0,100.0,106.02,25.0,-13.0
3033,24.0,200.0,107.02,25.0,-13.0
3034,24.0,25.0,100.0,25.0,-13.0
3035,24.0,50.0,104.05,25.0,-13.0
3036,24.0,100.0,116.04,25.0,-13.0
3037,24.0,200.0,112.0,25.0,-13.0
3038,24.0,25.0,105.14,25.0,-13.0
3039,24.0,50.0,107.94,25.0,-13.0
3040,24.0,100.0,114.95,25.0,-13.0
3041,24.0,200.0,111.06,25.0,-13.0
3042,24.0,1.0,81.774,149.1,61.44
3043,24.0,6.25,67.672,149.1,61.44
3044,24.0,10.0,57.295,149.1,61.44
3045,24.0,25.0,52.639,149.1,61.44
3046,24.0,50.0,48.248,149.1,61.44
3047,24.0,75.0,37.206,149.1,61.44
3048,24.0,100.0,29.357,149.1,61.44
3049,24.0,1.0,83.636,149.1,61.44
3050,24.0,6.25,70.333,149.1,61.44
3051,24.0,10.0,67.672,149.1,61.44
3052,24.0,25.0,60.355,149.1,61.44
3053,24.0,50.0,57.029,149.1,61.44
3054,24.0,75.0,56.098,149.1,61.44
3055,24.0,100.0,49.978,149.1,61.44
3056,24.0,1.0,75.122,149.1,61.44
3057,24.0,6.25,73.126,149.1,61.44
3058,24.0,10.0,70.2,149.1,61.44
3059,24.0,25.0,69.8,149.1,61.44
3060,24.0,50.0,61.286,149.1,61.44
3061,24.0,75.0,63.016,149.1,61.44
3062,24.0,100.0,48.381,149.1,61.44
3063,24.0,1.0,74.989,149.1,61.44
3064,24.0,6.25,70.2,149.1,61.44
3065,24.0,10.0,63.282,149.1,61.44
3066,24.0,25.0,52.106,149.1,61.44
3067,24.0,50.0,49.978,149.1,61.44
3068,24.0,75.0,49.712,149.1,61.44
3069,24.0,100.0,49.18,149.1,61.44
3070,24.0,1.0,87.835,149.1,61.44
3071,24.0,6.25,84.433,149.1,61.44
3072,24.0,10.0,82.474,149.1,61.44
3073,24.0,12.5,80.103,149.1,61.44
3074,24.0,25.0,76.289,149.1,61.44
3075,24.0,50.0,65.258,149.1,61.44
3076,24.0,75.0,59.691,149.1,61.44
3077,24.0,100.0,45.567,149.1,61.44
3078,24.0,1.0,84.33,149.1,61.44
3079,24.0,6.25,77.01,149.1,61.44
3080,24.0,10.0,81.031,149.1,61.44
3081,24.0,12.5,82.474,149.1,61.44
3082,24.0,25.0,71.856,149.1,61.44
3083,24.0,50.0,65.876,149.1,61.44
3084,24.0,75.0,58.144,149.1,61.44
3085,24.0,100.0,46.701,149.1,61.44
3086,24.0,1.0,78.866,149.1,61.44
3087,24.0,6.25,70.412,149.1,61.44
3088,24.0,10.0,68.144,149.1,61.44
3089,24.0,12.5,68.041,149.1,61.44
3090,24.0,25.0,68.041,149.1,61.44
3091,24.0,50.0,55.464,149.1,61.44
3092,24.0,75.0,52.062,149.1,61.44
3093,24.0,100.0,45.567,149.1,61.44
3094,24.0,1.0,83.402,149.1,61.44
3095,24.0,6.25,80.0,149.1,61.44
3096,24.0,10.0,78.454,149.1,61.44
3097,24.0,12.5,77.216,149.1,61.44
3098,24.0,25.0,75.052,149.1,61.44
3099,24.0,50.0,61.134,149.1,61.44
3100,24.0,75.0,44.124,149.1,61.44
3101,24.0,100.0,40.722,149.1,61.44
3102,24.0,0.1,83.045,1.15,-36.5
3103,24.0,1.0,48.789,1.15,-95.45
3104,24.0,10.0,39.1,1.15,-95.45
3105,24.0,100.0,25.087,1.15,-38.95
3106,24.0,0.1,84.602,3.0,-36.5
3107,24.0,1.0,61.419,3.0,17.6
3108,24.0,10.0,54.152,3.0,10.400000000000002
3109,24.0,100.0,46.367,3.0,-24.3
3110,24.0,0.1,101.74,1.15,-34.15
3111,24.0,1.0,98.364,1.15,-74.36
3112,24.0,10.0,92.127,1.15,-8.72
3113,24.0,100.0,76.892,1.15,-8.05
3114,24.0,0.1,99.489,3.0,-74.36
3115,24.0,1.0,98.875,3.0,-22.61
3116,24.0,10.0,95.808,3.0,-8.72
3117,24.0,100.0,88.139,3.0,-8.0
3118,24.0,10.0,94.7,25.0,-0.4
3119,24.0,10.0,98.396,30.0,-5.7
3120,24.0,10.0,99.861,20.0,-5.3
3121,24.0,30.0,92.748,25.0,-0.4
3122,24.0,30.0,97.211,30.0,-5.7
3123,24.0,30.0,94.561,20.0,-5.3
3124,24.0,100.0,97.211,25.0,-0.4
3125,24.0,100.0,97.559,30.0,-5.7
3126,24.0,100.0,96.025,20.0,-5.3
3127,24.0,300.0,91.423,25.0,-0.4
3128,24.0,300.0,100.35,30.0,-5.7
3129,24.0,300.0,98.047,20.0,-5.3
3130,24.0,10.0,98.467,25.0,-0.4
3131,24.0,10.0,104.89,30.0,-5.7
3132,24.0,10.0,104.89,20.0,-5.3
3133,24.0,30.0,101.15,25.0,-0.4
3134,24.0,30.0,91.667,30.0,-5.7
3135,24.0,30.0,110.82,20.0,-5.3
3136,24.0,100.0,111.49,25.0,-0.4
3137,24.0,100.0,105.75,30.0,-5.7
3138,24.0,100.0,115.9,20.0,-5.3
3139,24.0,300.0,120.98,25.0,-0.4
3140,24.0,300.0,115.9,30.0,-5.7
3141,24.0,300.0,108.62,20.0,-5.3
3142,24.0,10.0,102.89,25.0,-0.4
3143,24.0,10.0,99.036,30.0,-5.7
3144,24.0,10.0,100.37,20.0,-5.3
3145,24.0,30.0,101.71,25.0,-0.4
3146,24.0,30.0,98.887,30.0,-5.7
3147,24.0,30.0,99.555,20.0,-5.3
3148,24.0,100.0,100.52,25.0,-0.4
3149,24.0,100.0,97.329,30.0,-5.7
3150,24.0,100.0,102.0,20.0,-5.3
3151,24.0,300.0,102.67,25.0,-0.4
3152,24.0,300.0,97.997,30.0,-5.7
3153,24.0,300.0,99.703,20.0,-5.3
3154,24.0,0.001,92.5258,267.0,36.3
3155,24.0,0.01,96.134,267.0,36.3
3156,24.0,0.1,93.5567,267.0,36.3
3157,24.0,1.0,97.6804,267.0,36.3
3158,24.0,5.0,94.8454,267.0,36.3
3159,24.0,10.0,96.3918,267.0,36.3
3160,24.0,20.0,92.268,267.0,36.3
3161,24.0,50.0,92.268,267.0,36.3
3162,24.0,100.0,82.732,267.0,36.3
3163,12.0,0.001,95.6897,267.0,36.3
3164,12.0,0.01,94.4828,267.0,36.3
3165,12.0,0.1,96.8966,267.0,36.3
3166,12.0,1.0,99.4828,267.0,36.3
3167,12.0,5.0,94.6552,267.0,36.3
3168,12.0,10.0,95.431,267.0,36.3
3169,12.0,20.0,94.3966,267.0,36.3
3170,12.0,50.0,96.4655,267.0,36.3
3171,12.0,100.0,91.0345,267.0,36.3
3172,24.0,0.001,96.134,239.0,42.8
3173,24.0,0.01,100.0,239.0,42.8
3174,24.0,0.1,95.3608,239.0,42.8
3175,24.0,1.0,96.6495,239.0,42.8
3176,24.0,5.0,74.7423,239.0,42.8
3177,24.0,10.0,43.299,239.0,42.8
3178,24.0,20.0,15.2062,239.0,42.8
3179,24.0,50.0,13.6598,239.0,42.8
3180,24.0,100.0,13.6598,239.0,42.8
3181,12.0,0.001,96.9828,239.0,42.8
3182,12.0,0.01,94.6552,239.0,42.8
3183,12.0,0.1,95.431,239.0,42.8
3184,12.0,1.0,98.2759,239.0,42.8
3185,12.0,5.0,82.2414,239.0,42.8
3186,12.0,10.0,62.3276,239.0,42.8
3187,12.0,20.0,44.4828,239.0,42.8
3188,12.0,50.0,15.7759,239.0,42.8
3189,12.0,100.0,13.9655,239.0,42.8
3190,24.0,0.001,96.8912,957.0,-8.2
3191,24.0,0.01,98.1865,957.0,-8.2
3192,24.0,0.1,100.2591,957.0,-8.2
3193,24.0,1.0,95.8549,957.0,-8.2
3194,24.0,5.0,90.9326,957.0,-8.2
3195,24.0,10.0,90.9326,957.0,-8.2
3196,24.0,20.0,94.3005,957.0,-8.2
3197,24.0,50.0,94.5596,957.0,-8.2
3198,24.0,100.0,91.9689,957.0,-8.2
3199,12.0,0.001,96.6234,957.0,-8.2
3200,12.0,0.01,96.3636,957.0,-8.2
3201,12.0,0.1,98.7013,957.0,-8.2
3202,12.0,1.0,98.7013,957.0,-8.2
3203,12.0,5.0,100.7792,957.0,-8.2
3204,12.0,10.0,100.4329,957.0,-8.2
3205,12.0,20.0,98.7013,957.0,-8.2
3206,12.0,50.0,99.7403,957.0,-8.2
3207,12.0,100.0,98.0087,957.0,-8.2
3208,72.0,0.0,100.0,80.0,-35.0
3209,72.0,1.0,95.0,80.0,-35.0
3210,72.0,10.0,91.0,80.0,-35.0
3211,72.0,100.0,88.0,80.0,-35.0
3212,24.0,0.0,100.0,80.0,-35.0
3213,24.0,1.0,96.376,80.0,-35.0
3214,24.0,10.0,95.302,80.0,-35.0
3215,24.0,100.0,93.691,80.0,-35.0
3216,24.0,0.001,99.4819,1025.0,1.7
3217,24.0,0.01,101.5544,1025.0,1.7
3218,24.0,0.1,93.5233,1025.0,1.7
3219,24.0,1.0,96.6321,1025.0,1.7
3220,24.0,5.0,91.9689,1025.0,1.7
3221,24.0,10.0,93.5233,1025.0,1.7
3222,24.0,20.0,90.1554,1025.0,1.7
3223,24.0,50.0,89.8964,1025.0,1.7
3224,24.0,100.0,93.7824,1025.0,1.7
3225,12.0,0.001,99.3939,1025.0,1.7
3226,12.0,0.01,96.2771,1025.0,1.7
3227,12.0,0.1,99.2208,1025.0,1.7
3228,12.0,1.0,101.2987,1025.0,1.7
3229,12.0,5.0,97.8355,1025.0,1.7
3230,12.0,10.0,100.7792,1025.0,1.7
3231,12.0,20.0,97.4892,1025.0,1.7
3232,12.0,50.0,99.5671,1025.0,1.7
3233,12.0,100.0,97.8355,1025.0,1.7
3234,24.0,0.01,91.5663,120.0,-47.6
3235,24.0,0.1,115.6627,120.0,-47.6
3236,24.0,1.0,101.4056,120.0,-47.6
3237,24.0,10.0,85.9438,120.0,-47.6
3238,24.0,25.0,94.9799,120.0,-47.6
3239,24.0,50.0,61.245,120.0,-47.6
3240,24.0,75.0,53.6145,120.0,-47.6
3241,24.0,100.0,67.8715,120.0,-47.6
3242,24.0,0.01,107.4297,120.0,-47.6
3243,24.0,0.1,107.6305,120.0,-47.6
3244,24.0,1.0,113.253,120.0,-47.6
3245,24.0,10.0,109.4377,120.0,-47.6
3246,24.0,25.0,105.2209,120.0,-47.6
3247,24.0,50.0,96.3855,120.0,-47.6
3248,24.0,75.0,91.3655,120.0,-47.6
3249,24.0,100.0,91.9679,120.0,-47.6
3250,20.0,0.0,94.2,546.0,-38.7
3251,20.0,1440.0,90.6,546.0,-38.7
3252,20.0,0.0,94.1,546.0,-38.7
3253,20.0,1440.0,85.6,546.0,-38.7
3254,20.0,0.0,94.2,75.1,-29.5
3255,20.0,200.0,91.9,75.1,-29.5
3256,20.0,0.0,94.1,75.1,-29.5
3257,20.0,200.0,91.6,75.1,-29.5
3258,24.0,0.0,101.28,79.0,-13.2
3259,24.0,0.001,102.24,79.0,-13.2
3260,24.0,0.01,101.28,79.0,-13.2
3261,24.0,0.1,96.48,79.0,-13.2
3262,24.0,1.0,98.4,79.0,-13.2
3263,24.0,10.0,97.92,79.0,-13.2
3264,24.0,100.0,99.36,79.0,-13.2
3265,24.0,0.0,100.0,504.5,-10.7
3266,24.0,20.0,90.0,504.5,-10.7
3267,24.0,40.0,122.2222,504.5,-10.7
3268,24.0,60.0,111.1111,504.5,-10.7
3269,24.0,80.0,127.7778,504.5,-10.7
3270,24.0,100.0,142.2222,504.5,-10.7
3271,24.0,120.0,115.5556,504.5,-10.7
3272,24.0,150.0,151.1111,504.5,-10.7
3273,6.0,0.0,100.0,504.5,-10.7
3274,6.0,20.0,116.6667,504.5,-10.7
3275,6.0,40.0,110.0,504.5,-10.7
3276,6.0,60.0,104.4444,504.5,-10.7
3277,6.0,80.0,111.1111,504.5,-10.7
3278,6.0,100.0,122.2222,504.5,-10.7
3279,6.0,120.0,121.1111,504.5,-10.7
3280,6.0,150.0,121.1111,504.5,-10.7
3281,3.0,0.0,100.0,504.5,-10.7
3282,3.0,20.0,110.0,504.5,-10.7
3283,3.0,40.0,120.0,504.5,-10.7
3284,3.0,60.0,115.5556,504.5,-10.7
3285,3.0,80.0,114.4444,504.5,-10.7
3286,3.0,100.0,122.2222,504.5,-10.7
3287,3.0,120.0,121.1111,504.5,-10.7
3288,3.0,150.0,116.6667,504.5,-10.7
3289,24.0,0.0,100.0,504.5,-10.7
3290,24.0,20.0,82.2599,504.5,-10.7
3291,24.0,40.0,76.7232,504.5,-10.7
3292,24.0,60.0,83.8418,504.5,-10.7
3293,24.0,80.0,85.4237,504.5,-10.7
3294,24.0,100.0,93.3333,504.5,-10.7
3295,24.0,120.0,90.1695,504.5,-10.7
3296,24.0,150.0,98.8701,504.5,-10.7
3297,6.0,0.0,100.0,504.5,-10.7
3298,6.0,20.0,90.1695,504.5,-10.7
3299,6.0,40.0,103.6158,504.5,-10.7
3300,6.0,60.0,88.5876,504.5,-10.7
3301,6.0,80.0,96.4972,504.5,-10.7
3302,6.0,100.0,115.4802,504.5,-10.7
3303,6.0,120.0,95.7062,504.5,-10.7
3304,6.0,150.0,118.6441,504.5,-10.7
3305,3.0,0.0,100.0,504.5,-10.7
3306,3.0,20.0,90.9605,504.5,-10.7
3307,3.0,40.0,94.1243,504.5,-10.7
3308,3.0,60.0,104.4068,504.5,-10.7
3309,3.0,80.0,87.0056,504.5,-10.7
3310,3.0,100.0,82.2599,504.5,-10.7
3311,3.0,120.0,106.7797,504.5,-10.7
3312,3.0,150.0,94.1243,504.5,-10.7
3313,24.0,0.0,100.0,228.3,-10.7
3314,24.0,20.0,87.62,228.3,-10.7
3315,24.0,40.0,94.16,228.3,-10.7
3316,24.0,60.0,84.14,228.3,-10.7
3317,24.0,80.0,99.83,228.3,-10.7
3318,24.0,100.0,101.14,228.3,-10.7
3319,24.0,120.0,112.47,228.3,-10.7
3320,24.0,150.0,108.55,228.3,-10.7
3321,6.0,0.0,100.0,228.3,-10.7
3322,6.0,20.0,95.9,228.3,-10.7
3323,6.0,40.0,100.7,228.3,-10.7
3324,6.0,60.0,87.19,228.3,-10.7
3325,6.0,80.0,112.04,228.3,-10.7
3326,6.0,100.0,102.01,228.3,-10.7
3327,6.0,120.0,102.01,228.3,-10.7
3328,6.0,150.0,91.11,228.3,-10.7
3329,3.0,0.0,100.0,228.3,-10.7
3330,3.0,20.0,122.5,228.3,-10.7
3331,3.0,40.0,124.6,228.3,-10.7
3332,3.0,60.0,125.9,228.3,-10.7
3333,3.0,80.0,127.3,228.3,-10.7
3334,3.0,100.0,118.14,228.3,-10.7
3335,3.0,120.0,116.4,228.3,-10.7
3336,3.0,150.0,116.4,228.3,-10.7
3337,24.0,0.0,100.0,228.3,-10.7
3338,24.0,20.0,105.5,228.3,-10.7
3339,24.0,40.0,95.67,228.3,-10.7
3340,24.0,60.0,102.71,228.3,-10.7
3341,24.0,80.0,106.58,228.3,-10.7
3342,24.0,100.0,99.89,228.3,-10.7
3343,24.0,120.0,114.67,228.3,-10.7
3344,24.0,150.0,119.59,228.3,-10.7
3345,6.0,0.0,100.0,228.3,-10.7
3346,6.0,20.0,93.91,228.3,-10.7
3347,6.0,40.0,92.16,228.3,-10.7
3348,6.0,60.0,95.67,228.3,-10.7
3349,6.0,80.0,90.05,228.3,-10.7
3350,6.0,100.0,88.29,228.3,-10.7
3351,6.0,120.0,103.06,228.3,-10.7
3352,6.0,150.0,90.75,228.3,-10.7
3353,3.0,0.0,100.0,228.3,-10.7
3354,3.0,20.0,107.9,228.3,-10.7
3355,3.0,40.0,101.6,228.3,-10.7
3356,3.0,60.0,105.1,228.3,-10.7
3357,3.0,80.0,103.06,228.3,-10.7
3358,3.0,100.0,94.97,228.3,-10.7
3359,3.0,120.0,95.32,228.3,-10.7
3360,3.0,150.0,97.78,228.3,-10.7
3361,24.0,0.0,96.1027,74.0,-9.42
3362,24.0,150.0,80.5606,74.0,-9.42
3363,24.0,0.0,96.5641,74.0,-9.42
3364,24.0,150.0,96.0304,74.0,-9.42
3365,24.0,0.0,94.1623,74.0,-9.42
3366,24.0,150.0,75.8821,74.0,-9.42
3367,24.0,0.0,94.7795,74.0,-9.42
3368,24.0,150.0,79.0703,74.0,-9.42
3369,24.0,0.0,93.757,74.0,-9.42
3370,24.0,150.0,79.0703,74.0,-9.42
3371,24.0,0.0,95.6434,74.0,-9.42
3372,24.0,150.0,94.7002,74.0,-9.42
3373,24.0,0.0,93.757,133.0,-9.42
3374,24.0,150.0,59.1287,133.0,-9.42
3375,24.0,0.0,95.6434,133.0,-9.42
3376,24.0,150.0,93.2046,133.0,-9.42
3377,24.0,0.0,93.757,327.0,-9.42
3378,24.0,0.0,95.6434,327.0,-9.42
3379,24.0,0.0,90.4,322.3,-25.27
3380,24.0,1.0,91.1,322.3,-25.27
3381,24.0,5.0,92.6,322.3,-25.27
3382,24.0,10.0,89.6,322.3,-25.27
3383,12.0,0.0,92.6,322.3,-25.27
3384,12.0,1.0,93.9,322.3,-25.27
3385,12.0,5.0,92.2,322.3,-25.27
3386,12.0,10.0,92.5,322.3,-25.27
3387,6.0,0.0,96.2,322.3,-25.27
3388,6.0,1.0,97.3,322.3,-25.27
3389,6.0,5.0,89.4,322.3,-25.27
3390,6.0,10.0,91.5,322.3,-25.27
3391,48.0,0.0,100.7463,365.0,-13.0
3392,48.0,10.0,79.7761,365.0,-13.0
3393,48.0,100.0,58.6567,365.0,-13.0
3394,24.0,0.0,100.7463,365.0,-13.0
3395,24.0,10.0,83.1343,365.0,-13.0
3396,24.0,100.0,59.2537,365.0,-13.0
3397,48.0,0.0,100.7463,420.0,-12.0
3398,48.0,10.0,68.1343,420.0,-12.0
3399,48.0,100.0,38.0597,420.0,-12.0
3400,24.0,0.0,100.7463,420.0,-12.0
3401,24.0,10.0,70.8955,420.0,-12.0
3402,24.0,100.0,40.6716,420.0,-12.0
3403,48.0,0.0,100.7463,400.0,-12.0
3404,48.0,10.0,78.5821,400.0,-12.0
3405,48.0,100.0,45.5224,400.0,-12.0
3406,24.0,0.0,100.7463,400.0,-12.0
3407,24.0,10.0,77.3881,400.0,-12.0
3408,24.0,100.0,48.4328,400.0,-12.0
3409,48.0,0.0,100.7463,460.0,-12.0
3410,48.0,10.0,79.9254,460.0,-12.0
3411,48.0,100.0,48.2836,460.0,-12.0
3412,24.0,0.0,100.0,707.0,-12.1
3413,24.0,10.0,99.27102057,707.0,-12.1
3414,24.0,30.0,100.0,707.0,-12.1
3415,24.0,100.0,96.7845017,707.0,-12.1
3416,24.0,300.0,79.74835231,707.0,-12.1
3417,24.0,0.0,100.0,1457.0,-11.0
3418,24.0,10.0,94.68656716,1457.0,-11.0
3419,24.0,30.0,91.30348259,1457.0,-11.0
3420,24.0,100.0,96.75621891,1457.0,-11.0
3421,24.0,300.0,84.50746269,1457.0,-11.0
3422,24.0,0.0,100.0,338.0,-7.7
3423,24.0,10.0,107.9472843,338.0,-7.7
3424,24.0,30.0,116.9728435,338.0,-7.7
3425,24.0,100.0,106.8590256,338.0,-7.7
3426,24.0,300.0,99.68051118,338.0,-7.7
3427,24.0,0.0,100.0,262.0,-5.7
3428,24.0,10.0,103.9594111,262.0,-5.7
3429,24.0,30.0,95.68245125,262.0,-5.7
3430,24.0,100.0,104.6756864,262.0,-5.7
3431,24.0,300.0,91.0465579,262.0,-5.7
3432,72.0,0.0,101.5761,1814.0,-35.5
3433,72.0,6.25,76.5942,1814.0,-35.5
3434,72.0,12.5,82.4275,1814.0,-35.5
3435,72.0,25.0,76.721,1814.0,-35.5
3436,72.0,50.0,73.2971,1814.0,-35.5
3437,12.0,0.0,100.7394,1814.0,-35.5
3438,12.0,6.25,124.9775,1814.0,-35.5
3439,12.0,12.5,105.284,1814.0,-35.5
3440,12.0,25.0,106.9252,1814.0,-35.5
3441,12.0,50.0,101.6231,1814.0,-35.5
3442,72.0,0.0,101.5761,1843.0,-30.8
3443,72.0,6.25,91.4312,1843.0,-30.8
3444,72.0,12.5,89.2754,1843.0,-30.8
3445,72.0,25.0,90.7971,1843.0,-30.8
3446,72.0,50.0,81.9837,1843.0,-30.8
3447,12.0,0.0,100.9919,1843.0,-30.8
3448,12.0,6.25,119.4229,1843.0,-30.8
3449,12.0,12.5,117.4031,1843.0,-30.8
3450,12.0,25.0,111.7538,1843.0,-30.8
3451,12.0,50.0,99.5401,1843.0,-30.8
3452,72.0,0.0,101.7029,1054.0,-40.8
3453,72.0,6.25,68.4783,1054.0,-40.8
3454,72.0,12.5,57.6993,1054.0,-40.8
3455,72.0,25.0,51.6123,1054.0,-40.8
3456,72.0,50.0,44.5109,1054.0,-40.8
3457,12.0,0.0,100.8656,1054.0,-40.8
3458,12.0,6.25,102.3805,1054.0,-40.8
3459,12.0,12.5,90.2615,1054.0,-40.8
3460,12.0,25.0,88.1154,1054.0,-40.8
3461,12.0,50.0,80.5095,1054.0,-40.8
3462,24.0,0.0,100.7463,460.0,-12.0
3463,24.0,10.0,78.6567,460.0,-12.0
3464,24.0,100.0,44.3284,460.0,-12.0
3465,24.0,0.1,102.5502,303.0,-25.3
3466,24.0,1.0,87.8069,303.0,-25.3
3467,24.0,10.0,71.2139,303.0,-25.3
3468,24.0,0.1,79.6464,303.0,-25.3
3469,24.0,1.0,73.7708,303.0,-25.3
3470,24.0,10.0,75.6749,303.0,-25.3
3471,24.0,0.1,107.3156,308.0,-25.3
3472,24.0,1.0,116.3194,308.0,-25.3
3473,24.0,10.0,90.5247,308.0,-25.3
3474,24.0,100.0,116.8061,308.0,-25.3
3475,24.0,0.1,100.0152,308.0,-25.3
3476,24.0,1.0,86.1445,308.0,-25.3
3477,24.0,10.0,86.0837,308.0,-25.3
3478,24.0,100.0,106.5856,308.0,-25.3
3479,48.0,0.1,103.6437,303.0,-25.3
3480,48.0,1.0,99.1734,303.0,-25.3
3481,48.0,10.0,104.3185,303.0,-25.3
3482,48.0,100.0,83.3333,303.0,-25.3
3483,24.0,0.1,93.8597,303.0,-25.3
3484,24.0,1.0,90.2159,303.0,-25.3
3485,24.0,10.0,101.9568,303.0,-25.3
3486,48.0,0.1,106.0908,308.0,-25.3
3487,48.0,1.0,101.839,308.0,-25.3
3488,48.0,10.0,103.9649,308.0,-25.3
3489,48.0,100.0,124.7174,308.0,-25.3
3490,24.0,0.1,116.2139,308.0,-25.3
3491,24.0,1.0,91.4122,308.0,-25.3
3492,24.0,10.0,93.0319,308.0,-25.3
3493,24.0,100.0,105.9895,308.0,-25.3
3494,24.0,0.001,93.5233,310.0,32.7
3495,24.0,0.01,98.7047,310.0,32.7
3496,24.0,0.1,97.4093,310.0,32.7
3497,24.0,1.0,97.9275,310.0,32.7
3498,24.0,5.0,72.2798,310.0,32.7
3499,24.0,10.0,62.4352,310.0,32.7
3500,24.0,20.0,43.7824,310.0,32.7
3501,24.0,50.0,28.7565,310.0,32.7
3502,24.0,100.0,22.5389,310.0,32.7
3503,12.0,0.001,96.1039,310.0,32.7
3504,12.0,0.01,98.1818,310.0,32.7
3505,12.0,0.1,101.039,310.0,32.7
3506,12.0,1.0,99.2208,310.0,32.7
3507,12.0,5.0,92.7273,310.0,32.7
3508,12.0,10.0,75.3247,310.0,32.7
3509,12.0,20.0,64.1558,310.0,32.7
3510,12.0,50.0,36.6234,310.0,32.7
3511,12.0,100.0,33.5065,310.0,32.7
3512,24.0,10.0,105.62,360.0,-10.0
3513,24.0,20.0,108.74,360.0,-10.0
